@title,韓国語
#04224,연구해봅시다.
#04225,새로운 주민이 필요하겠군요…<br>모험가와 주민들을 소개받읍시다.
#04226,모험가를 소개받읍시다.
#04227,HP가 낮은 주민이<br>있나 봅니다…
#04228,HP 회복 시설을 만듭시다
#04229,마음을 굳게 다잡고<br>주민들을 육성해 나갑시다.
#04230,주민을 육성합시다.
#04231,음식을 얻었습니다.<br>사용해보죠!
#04232,주민을 성장시키자
#04233,마을 밖에… 수상한 동굴이<br>발견되었다고 합니다.
#04234,동굴을 선택해 토벌하죠.
#04235,파견처에서… 보스처럼 보이는<br>그림자를 발견했다고 합니다!
#04236,정예인원으로 보스를 물리칩시다.
#04237,파견 중인 주민이<br>지시를 기다리고 있습니다.
#04238,새로운 장소로 파견을 보냅니다.
#04239,마구간을 얻으셨군요.
#04240,마구간을 지읍시다.
#04241,오오, 새로운 구역에<br>항구가 있군요
#04242,마을까지 간판을 5~6개 세웁시다
#04243,준비는 마쳤습니다<br>배를 불러보죠
#04244,배를 불러 관광객을 유치합시다
#04245,지금 있는 방은<br>다른 주민이 살 수 있다고 합니다
#04246,동거 침대를 배치합시다
#04247,마을이 침략당했군요…
#04248,슬슬 성벽도 강화해야 할 때가 되었네요.
#04249,두 번째 마을이 생겼습니다!
#04250,두 번째 마을을 발전시킵시다
#04251,두 번째 마을과 교류합시다.
#04252,두 번째 왕국과 교류합시다.
#04253,이제부터 랭크를 올리려면<br>아이템이 필요하군요.
#04254,다양한 아이템을 모아봅시다.
#04255,이제부터는 적의 침략을<br>대비해야겠군요.
#04256,성벽의 레벨을 높여봅시다.
#04257,<pic=grass>이 많이 늘었군요<br>창고가 필요하겠습니다
#04258,<pic=grass> 창고를 연구합시다
#04259,<pic=food>이 많이 늘었군요<br>창고가 필요하겠습니다
#04260,<pic=food> 창고를 연구합시다
#04261,<pic=wood>가 많이 늘었군요<br>창고가 필요하겠습니다
#04262,<pic=wood> 창고를 연구합시다
#04263,<pic=iron>이 많이 늘었군요<br>창고가 필요하겠습니다
#04264,<pic=iron> 창고를 연구합시다
#04265,<pic=magic>가 많군요<br>창고가 필요하겠습니다
#04266,<pic=magic> 창고를 연구합시다
#04267,에너지가 부족하다 싶으시면<br>이걸 한번 써보세요
#04268,에너지 광산과 창고를 연구하자
#04269,새로운 연구 내용이<br>떠올랐습니다.
#04270,길을 연구합시다
#04271,우물을 연구합시다
#04272,간이 화덕을 연구합시다
#04273,휴식처를 연구합시다
#04274,벤치를 연구합시다
#04275,보물 창고를<br>더 늘려야겠군요.
#04276,보물 창고를 연구합시다
#04277,아이템 창고를<br>더 늘려야겠군요.
#04278,아이템 창고를 연구합시다
#04279,<pic=grass>이 부족하군요
#04280,밭을 연구합시다
#04281,<pic=wood>가 부족하군요
#04282,벌목소를 연구합시다
#04283,파견을 보내<br>구름을 걷어내자
#04284,파견처를 바꿔보는 게 좋겠습니다
#04285,동전을 얻으셨군요.
#04286,동전 상자를 설치합시다.
#04287,은전을 얻으셨군요.
#04288,은전 상자를 설치합시다.
#04289,금전을 얻으셨군요.
#04290,금전 상자를 설치합시다.
#04291,우리 왕국에도 무기가<br>많이 생겼군요.
#04292,동료들의 장비를 정비합시다.
#04293,새로운 기술을<br>얻으셨군요.
#04294,기술 장비 상태를 점검합시다.
#04295,새 동료로 낙농가를<br>영입했군요.
#04296,목장을 설치합시다.
#04297,목장을 만드셨군요.
#04298,먹이를 마을 밖에 두도록 하죠.
#04299,음?<br>몬스터가 뭔가를<br>떨어트렸네요.
#04300,알 창고를 준비합시다.
#04301,알을 발견하셨군요.<br>마을에서 부화시킵시다.
#04302,몬스터 방이나 오두막을 연구합시다
#04303,상점에 진열대를<br>늘려보시는 건 어떤까요?
#04304,상점에 진열대를 늘립시다.
#04305,<pic=food>이 부족하군요
#04306,파견을 보내 <pic=food>을 찾아봅시다
#04307,<pic=iron>이 부족하군요
#04308,파견을 보내 <pic=iron>을 찾아봅시다
#04309,<pic=magic>이 부족하군요
#04310,파견을 보내 <pic=magic>을 찾아봅시다
#04311,광산을 얻으셨군요.
#04312,기술을 장비해 광산을 활용해봅시다
#04313,마석 광산을 얻으셨군요.
#04314,기술을 장비해 마석 광산을 활용해봅시다
#04315,친구가 늘었습니다!
#04316,친구가 체류할 수 있게<br>침대를 준비해둡시다.
#04317,황무지 표시를 얻으셨군요.
#04318,황무지 표시를 설치합시다.
#04319,원정 오두막을 얻으셨군요.
#04320,원정 오두막을 지읍시다.
#04321,모종판을 얻으셨군요.
#04322,모종판을 설치합시다.
#04323,공구 정제소를 얻으셨군요.
#04324,공구 정제소를 설치합시다.
#04325,광석 정제소를 얻으셨군요.
#04326,광석 정제소를 설치합시다.
#04327,조리대를 얻으셨군요.
#04328,조디래를 설치합시다.
#04329,마물의 석상을 얻으셨군요.
#04330,마물의 석상을 설치합시다.
#04331,액막이 보옥을 얻으셨군요.
#04332,액막이 보옥을 설치합시다.
#04333,액막이 검을 얻으셨군요.
#04334,액막이 검을 설치합시다.
#04335,액막이 비석을 얻으셨군요.
#04336,액막이 비석을 설치합시다.
#04337,드디어 우리 왕국에도<br>무기점이 생겼군요.
#04338,무기점이 완성됐습니다.
#04339,드디어 우리 왕국에도<br>방어구점이 생겼군요.
#04340,방어구점이 완성됐습니다.
#04341,드디어 우리 왕국에도<br>아이템점이 생겼군요.
#04342,아이템점이 완성됐습니다.
#04343,드디어 우리 왕국에도<br>가구점이 생겼군요.
#04344,가구점이 완성됐습니다.
#04345,드디어 우리 왕국에도<br>기술점이 생겼군요.
#04346,기술점이 완성됐습니다.
#04347,드디어 우리 왕국에도<br>여관이 생겼군요.
#04348,여관이 완성됐습니다.
#04349,드디어 우리 왕국에도<br>음식점이 생겼군요.
#04350,음식점이 완성됐습니다.
#04351,드디어 우리 왕국에도<br>장신구점이 생겼군요.
#04352,장신구점이 완성됐습니다.
#04353,드디어 우리 왕국에도<br>회복소가 생겼군요.
#04354,회복소가 완성됐습니다.
#04355,드디어 우리 왕국에도<br>감정소가 생겼군요.
#04356,감정소가 완성됐습니다.
#04357,드디어 우리 왕국에도<br>연구소가 생겼군요.
#04358,연구소가 완성됐습니다.
#04359,드디어 우리 왕국에도<br>병원이 생겼군요.
#04360,병원이 완성됐습니다.
#04361,드디어 우리 왕국에도<br>교회가 생겼군요.
#04362,교회가 완성됐습니다.
#04363,중요한 직업은 여럿 두는 편이 좋죠.
#04364,여건이 된다면 여럿 영입합시다.
#04365,새로운 구역을<br>발견했다고 합니다!
#04366,더 평화로운 세상을<br>만듭시다!
#04367,새로운 주거 방식을<br>발견했다고 합니다!
#04368,목수 또는 운반부에게<br>집을 지어줍시다.
#04369,드디어 우리 왕국에도<br>조사단실이 생겼군요.
#04370,조사단실이 완성되었습니다.
#04371,혼돈의 바위를<br>얻으셨군요.
#04372,혼돈의 바위를 설치합시다
#04373,영지를 매립하는 도구를<br>얻으셨군요.
#04374,영지에 있는 물웅덩이를 매립합시다.
#04375,오오! 상급 풀 창고를<br>얻으셨군요
#04376,새 창고를 지어봅시다!
#04377,오오! 상급 목재 창고를<br>얻으셨군요
#04378,오오! 상급 식량 창고를<br>얻으셨군요
#04379,오오! 상급 광석 창고를<br>얻으셨군요
#04380,오오! 상급 마석 창고를<br>얻으셨군요
#04381,오오! 상급 에너지 창고를<br>얻으셨군요
#04382,오오! 상급 보물 창고를<br>얻으셨군요
#04383,오오! 상급 아이템 창고를<br>얻으셨군요
#04384,오오! 상급 알 창고를<br>얻으셨군요
#04385,랭크가 상당히<br>높아지셨군요
#04386,랭크 상한을 올릴<br>비보를 찾아봅시다
#04387,랭크가 높은 농민에게<br>집을 지어줍시다.
#04388,계산원을<br>얻으셨군요.
#04389,계산원을 계산대에 덮어 씌우자
#04390,오오! 우리 왕국에도<br>산타가 왔습니다!
#04391,산타 하우스를 만들어주자
#04392,산타 하우스도 생겼는데<br>순록도 챙겨줘야죠
#04393,순록을 연구합시다
#04394,순록 세 마리가 모인 덕분에<br>선물이 도착했습니다!
#04395,새 장비를 확인해보죠!
#04396,듣자하니 아주 위험한 구역을<br>발견했다고 합니다!
#04397,정신 바짝 차리고 가봅시다…!
#04398,호오… 친밀도가 높은<br>주민이 있군요
#04399,교회를 지어봅시다!
#04400,결혼한 주민에게<br>무슨 일이 생기려는 듯합니다
#04401,아기 침대를 설치합시다
#04402,아이가 태어나면<br>성장을 도울 시설이 필요합니다
#04403,보육 시설을 지어봅시다
#04404,이 마을도 어느덧 2세가<br>나타났습니다!
#04405,비행선 주기장을 만듭시다
#04406,느낌이 약간 다른 여행객을 위한<br>수집품이 필요할 듯하네요
#04407,수집가의 방을 만듭시다
#04408,새로운 직업이 생겼습니다
#04409,앞으로의 활약이 기대되네요.
#04410,왕위 후계자가<br>드디어 태어나셨습니다.
#04411,화실이 완성됐습니다!
#04412,곤충관이 완성됐습니다!
#04413,수족관이 완성됐습니다!
#04414,동물원이 완성됐습니다!
#04415,박물관이 완성됐습니다!
#04416,생명의 성수 #1
#04417,모든 주민의 HP가 10 늘어납니다
#04418,"=MID(#04416,1,-1)&'2'"
#04419,"=MID(#04416,1,-1)&'3'"
#04420,"=MID(#04416,1,-1)&'4'"
#04421,"=MID(#04416,1,-1)&'5'"
#04422,"=MID(#04416,1,-1)&'6'"
#04423,"=MID(#04416,1,-1)&'7'"
#04424,"=MID(#04416,1,-1)&'8'"
#04425,"=MID(#04416,1,-1)&'9'"
#04426,"=MID(#04416,1,-1)&'10'"
#04427,"=MID(#04416,1,-1)&'11'"
#04428,"=MID(#04416,1,-1)&'12'"
#04429,"=MID(#04416,1,-1)&'13'"
#04430,"=MID(#04416,1,-1)&'14'"
#04431,"=MID(#04416,1,-1)&'15'"
#04432,"=MID(#04416,1,-1)&'16'"
#04433,"=MID(#04416,1,-1)&'17'"
#04434,"=MID(#04416,1,-1)&'18'"
#04435,"=MID(#04416,1,-1)&'19'"
#04436,"=MID(#04416,1,-1)&'20'"
#04437,지혜의 성수 #1
#04438,모든 주민의 MP가 10 늘어납니다
#04439,"=MID(#04437,1,-1)&'2'"
#04440,"=MID(#04437,1,-1)&'3'"
#04441,"=MID(#04437,1,-1)&'4'"
#04442,"=MID(#04437,1,-1)&'5'"
#04443,"=MID(#04437,1,-1)&'6'"
#04444,"=MID(#04437,1,-1)&'7'"
#04445,"=MID(#04437,1,-1)&'8'"
#04446,"=MID(#04437,1,-1)&'9'"
#04447,"=MID(#04437,1,-1)&'10'"
#04448,"=MID(#04437,1,-1)&'11'"
#04449,"=MID(#04437,1,-1)&'12'"
#04450,"=MID(#04437,1,-1)&'13'"
#04451,"=MID(#04437,1,-1)&'14'"
#04452,"=MID(#04437,1,-1)&'15'"
#04453,"=MID(#04437,1,-1)&'16'"
#04454,"=MID(#04437,1,-1)&'17'"
#04455,"=MID(#04437,1,-1)&'18'"
#04456,"=MID(#04437,1,-1)&'19'"
#04457,"=MID(#04437,1,-1)&'20'"
#04458,활력의 성수 #1
#04459,모든 주민의 활력이 10 늘어납니다
#04460,"=MID(#04458,1,-1)&'2'"
#04461,"=MID(#04458,1,-1)&'3'"
#04462,"=MID(#04458,1,-1)&'4'"
#04463,"=MID(#04458,1,-1)&'5'"
#04464,"=MID(#04458,1,-1)&'6'"
#04465,"=MID(#04458,1,-1)&'7'"
#04466,"=MID(#04458,1,-1)&'8'"
#04467,"=MID(#04458,1,-1)&'9'"
#04468,"=MID(#04458,1,-1)&'10'"
#04469,"=MID(#04458,1,-1)&'11'"
#04470,"=MID(#04458,1,-1)&'12'"
#04471,"=MID(#04458,1,-1)&'13'"
#04472,"=MID(#04458,1,-1)&'14'"
#04473,"=MID(#04458,1,-1)&'15'"
#04474,"=MID(#04458,1,-1)&'16'"
#04475,"=MID(#04458,1,-1)&'17'"
#04476,"=MID(#04458,1,-1)&'18'"
#04477,"=MID(#04458,1,-1)&'19'"
#04478,"=MID(#04458,1,-1)&'20'"
#04479,힘의 성수 #1
#04480,모든 주민의 공격력이 10 늘어납니다
#04481,"=MID(#04479,1,-1)&'2'"
#04482,"=MID(#04479,1,-1)&'3'"
#04483,"=MID(#04479,1,-1)&'4'"
#04484,"=MID(#04479,1,-1)&'5'"
#04485,"=MID(#04479,1,-1)&'6'"
#04486,"=MID(#04479,1,-1)&'7'"
#04487,"=MID(#04479,1,-1)&'8'"
#04488,"=MID(#04479,1,-1)&'9'"
#04489,"=MID(#04479,1,-1)&'10'"
#04490,"=MID(#04479,1,-1)&'11'"
#04491,"=MID(#04479,1,-1)&'12'"
#04492,"=MID(#04479,1,-1)&'13'"
#04493,"=MID(#04479,1,-1)&'14'"
#04494,"=MID(#04479,1,-1)&'15'"
#04495,"=MID(#04479,1,-1)&'16'"
#04496,"=MID(#04479,1,-1)&'17'"
#04497,"=MID(#04479,1,-1)&'18'"
#04498,"=MID(#04479,1,-1)&'19'"
#04499,"=MID(#04479,1,-1)&'20'"
#04500,방어의 성수 #1
#04501,모든 주민의 방어력이 10 늘어납니다
#04502,"=MID(#04500,1,-1)&'2'"
#04503,"=MID(#04500,1,-1)&'3'"
#04504,"=MID(#04500,1,-1)&'4'"
#04505,"=MID(#04500,1,-1)&'5'"
#04506,"=MID(#04500,1,-1)&'6'"
#04507,"=MID(#04500,1,-1)&'7'"
#04508,"=MID(#04500,1,-1)&'8'"
#04509,"=MID(#04500,1,-1)&'9'"
#04510,"=MID(#04500,1,-1)&'10'"
#04511,"=MID(#04500,1,-1)&'11'"
#04512,"=MID(#04500,1,-1)&'12'"
#04513,"=MID(#04500,1,-1)&'13'"
#04514,"=MID(#04500,1,-1)&'14'"
#04515,"=MID(#04500,1,-1)&'15'"
#04516,"=MID(#04500,1,-1)&'16'"
#04517,"=MID(#04500,1,-1)&'17'"
#04518,"=MID(#04500,1,-1)&'18'"
#04519,"=MID(#04500,1,-1)&'19'"
#04520,"=MID(#04500,1,-1)&'20'"
#04521,고대의 도면 #1 
#04522,모든 시설의 최대 내구도가 10 늘어납니다
#04523,고대의 도면 #2
#04524,"=MID(#04523,1,-1)&'3'"
#04525,"=MID(#04523,1,-1)&'4'"
#04526,"=MID(#04523,1,-1)&'5'"
#04527,"=MID(#04523,1,-1)&'6'"
#04528,"=MID(#04523,1,-1)&'7'"
#04529,"=MID(#04523,1,-1)&'8'"
#04530,"=MID(#04523,1,-1)&'9'"
#04531,"=MID(#04523,1,-1)&'10'"
#04532,"=MID(#04523,1,-1)&'11'"
#04533,"=MID(#04523,1,-1)&'12'"
#04534,"=MID(#04523,1,-1)&'13'"
#04535,"=MID(#04523,1,-1)&'14'"
#04536,"=MID(#04523,1,-1)&'15'"
#04537,"=MID(#04523,1,-1)&'16'"
#04538,"=MID(#04523,1,-1)&'17'"
#04539,"=MID(#04523,1,-1)&'18'"
#04540,"=MID(#04523,1,-1)&'19'"
#04541,"=MID(#04523,1,-1)&'20'"
#04542,"=MID(#04523,1,-1)&'21'"
#04543,"=MID(#04523,1,-1)&'22'"
#04544,"=MID(#04523,1,-1)&'23'"
#04545,선조의 지도 #1
#04546,파견 비용이 5% 감소합니다
#04547,"=MID(#04545,1,-1)&'2'"
#04548,"=MID(#04545,1,-1)&'3'"
#04549,"=MID(#04545,1,-1)&'4'"
#04550,"=MID(#04545,1,-1)&'5'"
#04551,"=MID(#04545,1,-1)&'6'"
#04552,비밀 도구 #1
#04553,건축 비용이 5% 감소합니다
#04554,"=MID(#04552,1,-1)&'2'"
#04555,"=MID(#04552,1,-1)&'3'"
#04556,"=MID(#04552,1,-1)&'4'"
#04557,"=MID(#04552,1,-1)&'5'"
#04558,"=MID(#04552,1,-1)&'6'"
#04559,왕국 업계 잡지 #1
#04560,연구와 레벨업 시간이 5％ 단축됩니다
#04561,"=MID(#04559,1,-1)&'2'"
#04562,"=MID(#04559,1,-1)&'3'"
#04563,"=MID(#04559,1,-1)&'4'"
#04564,"=MID(#04559,1,-1)&'5'"
#04565,"=MID(#04559,1,-1)&'6'"
#04566,다이아의 서 #1
#04567,다이아 비용이 2% 감소합니다
#04568,"=MID(#04566,1,-1)&'2'"
#04569,"=MID(#04566,1,-1)&'3'"
#04570,"=MID(#04566,1,-1)&'4'"
#04571,"=MID(#04566,1,-1)&'5'"
#04572,각성의 서 #1
#04573,모든 주민의 각성 상한이 5 늘어납니다
#04574,"=MID(#04572,1,-1)&'2'"
#04575,"=MID(#04572,1,-1)&'3'"
#04576,"=MID(#04572,1,-1)&'4'"
#04577,"=MID(#04572,1,-1)&'5'"
#04578,마을 만들기 지도서 #1
#04579,미을 랭크 상한이 5 늘어납니다
#04580,"=MID(#04578,1,-1)&'2'"
#04581,"=MID(#04578,1,-1)&'3'"
#04582,"=MID(#04578,1,-1)&'4'"
#04583,"=MID(#04578,1,-1)&'5'"
#04584,"=MID(#04578,1,-1)&'6'"
#04585,"=MID(#04578,1,-1)&'7'"
#04586,"=MID(#04578,1,-1)&'8'"
#04587,"=MID(#04578,1,-1)&'9'"
#04588,"=MID(#04578,1,-1)&'10'"
#04589,"=MID(#04578,1,-1)&'11'"
#04590,"=MID(#04578,1,-1)&'12'"
#04591,"=MID(#04578,1,-1)&'13'"
#04592,"=MID(#04578,1,-1)&'14'"
#04593,병법서 #1
#04594,보스전과 온라인 대전 시 참가 인원수 UP
#04595,"=MID(#04593,1,-1)&'2'"
#04596,"=MID(#04593,1,-1)&'3'"
#04597,"=MID(#04593,1,-1)&'4'"
#04598,"=MID(#04593,1,-1)&'5'"
#04599,"=MID(#04593,1,-1)&'6'"
#04600,"=MID(#04593,1,-1)&'7'"
#04601,"=MID(#04593,1,-1)&'8'"
#04602,"=MID(#04593,1,-1)&'9'"
#04603,"=MID(#04593,1,-1)&'10'"
#04604,"=MID(#04593,1,-1)&'11'"
#04605,"=MID(#04593,1,-1)&'12'"
#04606,"=MID(#04593,1,-1)&'13'"
#04607,"=MID(#04593,1,-1)&'14'"
#04608,"=MID(#04593,1,-1)&'15'"
#04609,"=MID(#04593,1,-1)&'16'"
#04610,"=MID(#04593,1,-1)&'17'"
#04611,"=MID(#04593,1,-1)&'18'"
#04612,"=MID(#04593,1,-1)&'19'"
#04613,"=MID(#04593,1,-1)&'20'"
#04614,"=MID(#04593,1,-1)&'21'"
#04615,"=MID(#04593,1,-1)&'22'"
#04616,"=MID(#04593,1,-1)&'23'"
#04617,"=MID(#04593,1,-1)&'24'"
#04618,"=MID(#04593,1,-1)&'25'"
#04619,"=MID(#04593,1,-1)&'26'"
#04620,"=MID(#04593,1,-1)&'27'"
#04621,"=MID(#04593,1,-1)&'28'"
#04622,전설의 탐험 지도 #1
#04623,동굴 토벌 인원수 UP
#04624,"=MID(#04622,1,-1)&'2'"
#04625,"=MID(#04622,1,-1)&'3'"
#04626,"=MID(#04622,1,-1)&'4'"
#04627,"=MID(#04622,1,-1)&'5'"
#04628,"=MID(#04622,1,-1)&'6'"
#04629,"=MID(#04622,1,-1)&'7'"
#04630,"=MID(#04622,1,-1)&'8'"
#04631,"=MID(#04622,1,-1)&'9'"
#04632,"=MID(#04622,1,-1)&'10'"
#04633,"=MID(#04622,1,-1)&'11'"
#04634,"=MID(#04622,1,-1)&'12'"
#04635,"=MID(#04622,1,-1)&'13'"
#04636,"=MID(#04622,1,-1)&'14'"
#04637,"=MID(#04622,1,-1)&'15'"
#04638,"=MID(#04622,1,-1)&'16'"
#04639,"=MID(#04622,1,-1)&'17'"
#04640,"=MID(#04622,1,-1)&'18'"
#04641,망치의 달인 #1
#04642,동시에 공사할 수 있는 곳이 UP
#04643,"=MID(#04641,1,-1)&'2'"
#04644,"=MID(#04641,1,-1)&'3'"
#04645,"=MID(#04641,1,-1)&'4'"
#04646,"=MID(#04641,1,-1)&'5'"
#04647,"=MID(#04641,1,-1)&'6'"
#04648,"=MID(#04641,1,-1)&'7'"
#04649,"=MID(#04641,1,-1)&'8'"
#04650,"=MID(#04641,1,-1)&'9'"
#04651,"=MID(#04641,1,-1)&'10'"
#04652,"=MID(#04641,1,-1)&'11'"
#04653,"=MID(#04641,1,-1)&'12'"
#04654,"=MID(#04641,1,-1)&'13'"
#04655,"=MID(#04641,1,-1)&'14'"
#04656,"=MID(#04641,1,-1)&'15'"
#04657,"=MID(#04641,1,-1)&'16'"
#04658,"=MID(#04572,1,-1)&'6'"
#04659,모든 주민의 각성 상한이 1 늘어납니다
#04660,화면이 넓어져서<br><co=60,100,200>가로 화면</co>으로도<br>즐길 수 있습니다!
#04661,광고가 해제되었습니다!
#04662,그리고 화면도 회전됩니다!! 메뉴 → ‘시스템’ → ‘설정 변경’에서 가로 화면 ON/OFF를 전환할 수 있습니다.
#04663,화면도 바뀌었으니 새로운 기분으로<br>경영하도록 하죠!
#04664,통신을 허가하고 네트워크 상태를 확인한 뒤 재시작해주십시오.\n네트워크 OFF인 경우는 일부 기능을 사용 못 할 수도 있습니다.
#04665,메시지
#04666,메시지
#04667,통신 중
#04668,확인
#04669,어서 오세요
#04670,품절
#04671,후후후후.\n어느 걸로 하시겠습니까?
#04672,통신에 실패했습니다
#04673,아이템 구매
#04674,이용약관을 확인(필독)
#04675,약관에 동의하고 마켓으로 이동
#04676,구매 후 게임을 재실행하면 획득
#04677,구매하러 이동
#04678,약관에 동의하고 구매하러 이동
#04679,보고
#04680,아이템이 무사히\n도착했습니다
#04681,어디에 입점하시겠습니까?
#04682,펌프킨 상회
#04683,티켓 상점
#04684,어이쿠…<br>본부와의 <co=60,100,200>통신에 실패</co>해버렸군요.
#04685,네트워크 상태를 확인하고<br>다시 상점에 오면…
#04686,본래 있던 멋진 상품들이 진열된답니다.
#04687,자, 그럼…<br>기다리고 있겠습니다.
#04688,이 상점에서는 세계적으로<br>엄청 희귀한 ’티켓’을 팔고 있답니다.
#04689,비용이 상당하니 잘 생각하고 구입해주세요.
#04690,후후후.
#04691,후후후.<br>잘 왔어요.
#04692,아… 안타깝게도<br>그 상품은 <co=60,100,200>매진</co>됐습니다.<br>다른 상품을 봐주시죠.
#04693,티켓이 최대 <0>장을 넘어버립니다.
#04694,오호라, 안목이 있으시군요.
#04695,이 멋진 상품들은 <co=60,100,200>현실 화폐로 구입하는 상품</co>들이랍니다.
#04696,어린이들은 <co=60,100,200>보호자분</co>의 확인을 받고 구입해주세요. 후후후.
#04697,이 상점은 항상 있으니 언제든지 오시지요.
#04698,후후후<br>그럼 다음에 다시 뵙길.
#04699,<0> 님
#04700,플레이 <0>시간 <1>분
#04701,신청해보기
#04702,전국에 있는 유저를<br>최대 <0>명까지 친구로<br>등록할 수 있습니다.<br>친구들의 플레이 시간 합계에<br>따라 게임 실행 시 보너스를<br>받습니다. 친구의 ID를 얻어<br>신청해봅시다.
#04703,닉네임
#04704,=#04076
#04705,닉네임을 입력해주세요
#04706,공백을 제외하고 입력해주세요
#04707,쓸 수 없는 문자가 있습니다
#04708,친구 ID
#04709,=#04077
#04710,친구 ID를 입력해주세요
#04711,축하합니다!<br>새로운 <co=60,100,200>친구</co>가 등록되어 보너스가 생겼습니다!
#04712,같이 플레이하면 앞으로도 보너스가 생긴답니다!
#04713,그리고 <co= 255,0, 0>앱은 삭제하지 말아 주세요.</co> 삭제하면 친구들이 전부 사라지고 맙니다.
#04714,게임하기 전에…
#04715,닉네임을 입력해주세요
#04716,여기를 터치
#04717,※나중에 변경할 수 있습니다
#04718,OK
#04719,새로운 닉네임을 입력해주세요
#04720,<0>  <1>시간 <2>분
#04721,이전 실행 시
#04722,누계
#04723,<0>시간 <1>분
#04724,에게서 신청이 왔습니다.
#04725,기타 <0>건
#04726,친구 찾기
#04727,친구 설명
#04728,ID 알려주기
#04729,내 아이디는 여기 (터치해줘)
#04730,검색은 여기
#04731,여기에 입력
#04732,검색
#04733,=#02554
#04734,승인되기까지 시간이 걸립니다
#04735,신청
#04736,그만두기
#04737,에게 신청했습니다.
#04738,허가되기까지 기다려주세요.
#04739,친구에게 알리자
#04740,=#02568
#04741,반영되기까지 시간이 걸립니다
#04742,승낙
#04743,거부
#04744,친구 승인
#04745,친구 증가
#04746,<co=0070FF><0> 님</co><br>을 승낙했습니다.
#04747,게임을 하면 보너스가 있답니다
#04748,※상대편에겐 알려지지 않습니다※
#04749,삭제
#04750,뒤로
#04751,<0>님을<br>삭제할까요?
#04752,친구에 대해서
#04753,친구 보너스(<0>분마다)
#04754,친구로부터 <co=254,233,1><0></co>시간<co=254,233,1><1></co>분 취득
#04755,(최대)
#04756,수령
#04757,다음에
#04758,친구 보너스 GET
#04759,<co=0070FF>티켓 <0>장</co><br>획득했습니다.
#04760,친구 보너스
#04761,친구가 <co=254,233,1><0>명</co> 늘었습니다!
#04762,<co=0,128,255><0></co> 님과<br>친구가 되었습니다!
#04763,통신에 실패했습니다.|설정을 확인하고|잠시 후에 시도해주세요.&친구는 최대 <friend_max>명까지 등록할 수 있습니다
#04764,고객 지원 전용\n상점 코드를 입력해주세요
#04765,상점 코드
#04766,세이브 데이터 수신
#04767,고객 지원 전용\n문의 코드를 입력해주세요
#04768,문의 코드
#04769,추천 앱 정보
#04770,타이틀 화면으로
#04771,친구에게 앱 소개
#04772,0P는 등록할 수 없습니다.
#04773,<0>(은)는 등록할 수 없습니다.
#04774,앱 버전을 업데이트합니다.
#04775,인증에 실패했습니다. 구입 시 계정을 설정하고 통신 상태를 확인해주세요.
#04776,구입 시 계정을 설정하고 통신 상태를 확인해주세요.
#04777,가로 화면 모드는
#04778,정식판에서 이용하실 수 있습니다!!
#04779,시스템 문제로 <0>(은)는 사용하실 수 없습니다
#04780,<0>(을)를 입력해주세요
#04781,앱 실행 중
#04782,리소스 로딩 실패
#04783,시작
#04784,저장 슬롯
#04785,중단 데이터부터 다시 시작
#04786,저장 데이터 불러오기
#04787,중단 데이터 없음
#04788,빈 슬롯
#04789,<0>년
#04790,<0>월 <1>주
#04791,시스템 문제로  / | < > \\ 문자는 사용하실 수 없습니다
#04792,데이터를 선택해주세요
#04793,저장 데이터가 없습니다
#04794,이 게임은
#04795,최고 클리어 포인트
#04796,기록이 없습니다
#04797,해당 없음
#04798,정식판으로
#04799,최고 점수는<br>정식판에서 이용하실 수 있습니다!!
#04800,수고하셨습니다.<br>Lite판은 여기에서 끝입니다
#04801,이후 정식판 사이트에 접속할 수 있습니다.
#04802,그럼 다음에 또 뵙길 바랍니다.
#04803,<0>최신호가<br>발행되었습니다
#04804,=#02552
#04805,=#02553
#04806,시스템
#04807,=#02555
#04808,설정 변경
#04809,플레이 방법
#04810,최고 점수
#04811,게임 종료
#04812,이어하기
#04813,처음부터
#04814,=#02431
#04815,정보
#04816,아이템
#04817,타이틀로
#04818,소계 <0>P
#04819,합계 <0>P!!
#04820,<0>개
#04821,<0>종
#04822,<0>명
#04823,게임 저장 중
#04824,회화창
#04825,=#00655
#04826,설정
#04827,화면
#04828,속도
#04829,BGM
#04830,효과음
#04831,화면 회전
#04832,품질 우선
#04833,속도 우선
#04834,고속
#04835,보통
#04836,자동
#04837,고정
#04838,속도를 우선으로 하면 일부 연출과
#04839,표시가 삭제됩니다
#04840,게임 속도를 변경합니다.
#04841,게임을 클리어하면 변경할 수 있습니다
#04842,기기 방향에 맞춰
#04843,화면의 회전 여부를 설정합니다
#04844,게임 음량을
#04845,설정합니다
#04846,for 카이로파크
#04847,(C) Kairosoft Co., Ltd.
#04848,클리어 포인트
#04849,클리어 포인트 합계
#04850,=#02567
#04851,유지/월
#04852,기본
#04853,보너스
#04854,합계
#04855,보너스
#04856,남성
#04857,여성
#04858,<0>월
#04859,유지비
#04860,<0>/월
#04861,미설정
#04862,가격
#04863,재고
#04864,보유 중
#04865,완료
#04866,실행 중
#04867,<0>개 완료
#04868,<0> <1>월호
#04869,아이템 목록
#04870,보유
#04871,아이템 목록
#04872,이용 횟수
#04873,<0>번
#04874,“<0>”
#04875,개요
#04876,기간
#04877,비용
#04878,이름
#04879,순위
