@title,中文(繁體)
#03956,和<0><br>告別
#03957,存檔失敗了【<0>】<1>
#03958,<po=m>離開城市時<br>裝備中的技能會消失。<br>※可以替換技能。
#03959,<po=m>要使用<0><br>獲得報酬嗎？
#03960,看影片\t關閉
#03961,將 <0> 放入倉庫了。
#03962,<po=m>購買了 <0>。<br>現在擁有 <1>個
#03963,購買\t取消
#03964,<po=m>以<1>個<0><br>購買<2>
#03965,要回到王國嗎？
#03966,耐久
#03967,敵人會定期出現
#03968,使用者 <0>
#03969,蓄滿 <0>
#03970,達成任務！
#03971,領取報酬
#03972,<po=m><co=ff0000><0></co><br>遭到了攻擊！
#03973,個人頁面
#03974,重新登入
#03975,重設
#03976,退會
#03977,開羅帳號
#03978,已登入
#03979,已退會。
#03980,每天
#03981,星期日
#03982,星期一
#03983,星期二
#03984,星期三
#03985,星期四
#03986,星期五
#03987,星期六
#03988,億
#03989,回到城市了……
#03990,投資計劃書
#03991,<0>似乎不足。
#03992,TAPJOY\t商店
#03993,時間
#03994,個
#03995,<po=m>無法啟動。<br>權限：請允許訪問儲存空間後並再次啟動。<br>※儲存遊戲時需要。
#03996,<po=m>發生錯誤<br>可以請你發送錯誤訊息來協助我們解決問題嗎？<br>（※不會送出你的個人資料）
#03997,=#00893
#03998,=#00894
#03999,=#00895
#04000,=#00896
#04001,=#00897
#04002,=#01612
#04003,=#01615
#04004,=#01614
#04005,=#02464
#04006,速度
#04007,運氣
#04008,頭腦
#04009,靈巧
#04010,採集
#04011,移動
#04012,心
#04013,生命力
#04014,能量儲藏量
#04015,使用回數
#04016,=#00905
#04017,繼承數
#04018,硬幣
#04019,食
#04020,魔
#04021,體力
#04022,寶
#04023,活
#04024,防
#04025,速
#04026,巧
#04027,採
#04028,移
#04029,愛
#04030,體力儲藏
#04031,蘊藏
#04032,使用
#04033,金
#04034,銀
#04035,=#01047
#04036,繼承
#04037,攻型
#04038,守型
#04039,平均
#04040,移動土地
#04041,拆除土地
#04042,居民清單
#04043,增加大門
#04044,開始存檔
#04045,鑽石|個|個組合包
#04046,資料已更新。
#04047,購買手續並未正常完成。
#04048,伺服器維護中。
#04049,<po=m>伺服器維護中。<br><br>一段時間之後<br>商品會以以下方式送達。<br><br>‧由購買履歷復原<br>‧重新啟動App
#04050,服務ID不存在：<0>
#04051,其他
#04052,還原
#04053,繼承
#04054,安裝獎勵
#04055,=#02540
#04056,通知
#04057,購買時的注意事項
#04058,鑽石|個
#04059,<0><1>個
#04060,<0> <1>次
#04061,遊玩時間 +<0>分
#04062,推播通知<br>送來了獎勵
#04063,過去的購買履歷
#04064,現在的購買狀態
#04065,確認網路並同意連線後請重新啟動遊戲。
#04066,請確認是否已解除鎖機設定等部分。
#04067,兒童i-mode模式下會有部分功能無法使用。
#04068,正在讀取
#04069,正在獲取時間
#04070,即將到達
#04071,～羊先生的提示日誌～
#04072,發送好友申請
#04073,申請\t放棄
#04074,有來自其他玩家的好友申請！
#04075,同意\t拒絕
#04076,暱稱
#04077,好友的ID 
#04078,<po=m>找不到好友。<br>&請確認輸入內容
#04079,<po=m>附帶一提，<co=ff0000>請不要刪除App</co>。刪除的話好友會一併消失而無法復原。
#04080,申請清單
#04081,好友郵局
#04082,登錄角色
#04083,離獲得獎勵還剩 <0>人
#04084,尋找朋友發送申請吧
#04085,申請 <0>件
#04086,查看
#04087,從開羅樂園的<br>好友中尋找
#04088,確認自己的角色
#04089,要選擇哪一個呢
#04090,在遊戲之前……
#04091,確認使用規約
#04092,輸入暱稱
#04093,※之後可以變更
#04094,同意規約
#04095,停留中
#04096,尋找
#04097,<po=m>最多可登錄<br><0>位全國用戶<br>作為好友。<br>根據好友的合計遊戲時間<br>啟動遊戲時<br>可以獲得獎勵。打聽ID<br>並申請好友吧。
#04098,<po=m>和全國的用戶們成為好友<br>就能互相協助。<br><br>首先登錄自己的角色吧。
#04099,<po=m>原先設定的角色消失了。<br>請設定新的角色。
#04100,也可能對方已達到上限
#04101,無法使用 , % \
#04102,開始轉移遊戲數據
#04103,接收數據
#04104,輸入代碼
#04105,<po=m>最終更新[<0>]<br>發現與開羅帳號綁定的遊戲數據。<br>請問要以該數據進行復原嗎？
#04106,請輸入數據代碼
#04107,數據代碼
#04108,<po=m><co=3c64c8>◆ 遊戲數據的轉移方式 ◆
#04109,不同平台
#04110,<po=m>① 在目前遊玩的裝置上<br>選擇「傳送遊戲數據」，<br>並記下所顯示的數據代碼。<br><br>② 在欲轉移的裝置上啟動遊戲<br>選擇「接收遊戲數據」，<br>輸入密碼並下載。<br><br><co=ff4000>數據代碼的有效期限為1週。<br>轉移後原本的裝置將無法進行遊戲。<br>無法從<0>轉移數據至<1>
#04111,傳送遊戲數據
#04112,接收遊戲數據
#04113,<po=m>數據移動完成。<br>請重新啟動App。
#04114,<0> <1>個
#04115,貨幣特賣<br>開始了！
#04116,接下來將顯示廣告資訊喔
#04117,<po=m>使用Tapjoy的機能時，<br>解除追蹤型廣告的限制，並重新啟動APP。<br>APP設定 > 隱私權 > 廣告 > 追蹤型廣告限制
#04118,好友申請 王都創世物語
#04119,我在王都創世物語\n送出好友申請了喔！\n請同意吧。
#04120,請安裝王都創世物語，\n搜尋好友\nID：「<0>」吧。\n\n從這裡可以下載喔\n
#04121,好友申請　住宅夢物語
#04122,在住宅夢物語 安卓版<br>送出好友申請了喔！<br>請同意吧。
#04123,<po=m>請安裝住宅夢物語 安卓版，<br>搜尋好友<br>ID：「<0>」吧。<br><br>從這裡可以下載喔<br>
#04124,<0>獲得了<0>0&訊息&鑽石
#04125,<po=m>請啟動想要轉移的裝置，<br>輸入數據代碼。<br><br>數據代碼『<co=ffff00><0></co>』
#04126,<po=m>成功轉移數據。<br>請移除此設備上的APP。<br>數據代碼『<0>』。
#04127,停止數據轉移
#04128,好友轉蛋
#04129,建材袋
#04130,野草袋
#04131,蔬菜袋
#04132,種子袋
#04133,木箱
#04134,黃金木桶
#04135,水果袋
#04136,肉類袋
#04137,海產袋
#04138,料理
#04139,肉
#04140,商品
#04141,地面_寶
#04142,草原_寶
#04143,沙漠_寶
#04144,岩場_寶
#04145,火山_寶
#04146,雪地_寶
#04147,沼澤_寶
#04148,水_寶
#04149,特殊_寶
#04150,=#01615
#04151,藍色寶箱
#04152,黑色寶箱
#04153,金色寶箱
#04154,星期日　排行獎勵
#04155,星期一　排行獎勵
#04156,星期二　排行獎勵
#04157,星期三　排行獎勵
#04158,星期四　排行獎勵
#04159,星期五　排行獎勵
#04160,星期六　排行獎勵
#04161,戰鬥獎勵
#04162,寶物箱
#04163,調查背包
#04164,遊戲時間達到 <0>小時以上
#04165,募集居民 <0>人
#04166,發現　<0>種職業
#04167,建設<0>棟設施
#04168,達到級別 <0>以上
#04169,解放 <0>個區域
#04170,完成<0>件任務
#04171,找到<0>種全體道具吧
#04172,找到 <0>種道具吧
#04173,擊破 <0>種怪物吧
#04174,清除 <0>個迷途之雲吧
#04175,建設<0>棟市政廳
#04176,派遣<0>次到城外
#04177,保管<0>個道具吧
#04178,登錄<0>個好友吧
#04179,解析 <0>個寶箱吧
#04180,進行 <0>次研究吧
#04181,給予<0>人住所吧
#04182,保管 <0>個寶箱吧
#04183,找到 <0>個技能吧
#04184,擊破 <0>個洞窟吧
#04185,孵化 <0>隻怪物吧
#04186,讓 <0>隻怪物成為夥伴吧
#04187,收集<0>隻昆蟲吧
#04188,收集<0>條魚吧
#04189,收集<0>個美術品吧
#04190,收集<0>隻動物吧
#04191,收集<0>枚金幣吧
#04192,誕生<0>個孩子
#04193,初次見面。<br>我是先王時代<br>就開始服侍王室的顧問。
#04194,進行建築後來查看情報吧。
#04195,接著再<br>配置這個吧。
#04196,試著建設土地吧。
#04197,這土地相當不錯呢。<br>給予國王吧。
#04198,把土地給予國王吧。
#04199,接著來設置<br>收集寶物的地方如何
#04200,試著建造2棟倉庫吧。
#04201,建築工程……<br>會需要人手呢！<br>請看這個。
#04202,雇用3位居民吧
#04203,用這個<br>完成工程如何
#04204,完成倉庫和國王房間吧
#04205,為了讓國王房間運作<br>還需要這些東西。
#04206,請點擊國王房間的家具吧。
#04207,接下來應該會需要<br>通往外面的門。
#04208,來建造一扇門吧
#04209,城市外面或許會有<br>沉睡的寶物也說不定。
#04210,試著派遣衛兵看看吧。
#04211,稍微來觀望一會兒吧。<br>有推薦給你的東西喔
#04212,試著讓時間前進<br>或許也不錯。
#04213,哎呀！級別點數<br>似乎滿了呢！
#04214,來提升級別吧
#04215,突然有種「研究」對國家發展<br>非常重要的感覺。
#04216,試著招募「研究家」吧。
#04217,終於得到第2棟<br>市政廳了呢！
#04218,來建造市政廳吧。
#04219,得到的寶箱<br>不開封可不行呢
#04220,來建造寶箱的解析所吧。
#04221,似乎還需要<br>更多用於研究的設施。
#04222,來設置研究所吧。
#04223,準備似乎完成了。<br>馬上就來開始研究吧。
#04224,試著研究看看吧。
#04225,需要新的居民呢……<br>請人介紹冒險者吧
#04226,請人介紹冒險者吧。
#04227,似乎有居民的<br>HP所剩無幾了……
#04228,來建造HP回復設施吧
#04229,就來拿出幹勁<br>培養居民吧。
#04230,來培養居民吧。
#04231,得到食物了。<br>馬上就來使用看看吧。
#04232,讓居民成長吧
#04233,在城外似乎發現了……<br>危險的洞窟。
#04234,選擇洞窟進行討伐吧。
#04235,在派遣目的地……<br>發現了疑似頭目的身影！
#04236,派出精銳討伐頭目吧。
#04237,派遣中的居民<br>正在等待指示。
#04238,請重新派遣到新的地點吧。
#04239,似乎得到馬舍了。
#04240,請建造馬舍吧。
#04241,哇，新的區域<br>有港口呢
#04242,朝著城市一路建造5～6個看板吧
#04243,準備完成了<br>試著呼喚船隻吧
#04244,呼喚船隻，吸引觀光客吧
#04245,現在的房間似乎也能<br>讓其他居民居住喔
#04246,配置同居床鋪吧
#04247,城市被襲擊了呢……
#04248,是時候強化城壁了呢。
#04249,第二座城市完成了！
#04250,讓兩座城市持續發展吧
#04251,在兩座城市之間來往吧
#04252,在兩個王國之間來往吧
#04253,提升級別開始<br>需要道具了呢。
#04254,收集各種道具吧
#04255,似乎有必要為了<br>今後被攻打時做好準備。
#04256,努力為城壁升級吧
#04257,<pic=grass>累積愈來愈多了呢<br>或許會需要倉庫
#04258,來研究<pic=grass>的倉庫吧
#04259,<pic=food>累積愈來愈多了呢<br>或許會需要倉庫
#04260,來研究<pic=food>的倉庫吧
#04261,<pic=wood>累積愈來愈多了呢<br>或許會需要倉庫
#04262,來研究<pic=wood>的倉庫吧
#04263,<pic=iron>累積愈來愈多了呢<br>或許會需要倉庫
#04264,來研究<pic=iron>的倉庫吧
#04265,<pic=magic>累積愈來愈多了呢<br>或許會需要倉庫
#04266,來研究<pic=magic>的倉庫吧
#04267,能量不太足夠呢<br>用這些設施如何呢
#04268,研究能量泵和倉庫吧
#04269,我靈光一閃<br>想到新的研究內容了。
#04270,研究道路吧
#04271,研究水井吧
#04272,研究爐灶吧
#04273,研究休憩處吧
#04274,研究長椅吧
#04275,看樣子需要<br>更多寶物倉庫。
#04276,研究寶物庫吧
#04277,看樣子需要<br>更多道具倉庫。
#04278,研究道具倉庫吧
#04279,<pic=grass>不夠呢
#04280,研究田地吧
#04281,<pic=wood>不夠呢
#04282,研究造林所吧
#04283,藉由派遣來消除<br>四處瀰漫的雲吧
#04284,換個派遣地點或許比較好
#04285,得到銅幣了呢。
#04286,配置銅幣箱吧。
#04287,得到銀幣了呢。
#04288,配置銀幣箱吧。
#04289,得到金幣了呢。
#04290,配置金幣箱吧。
#04291,王國裡的武器<br>愈來愈多了呢。
#04292,替夥伴打理裝備吧。
#04293,得到了<br>新的技能呢。
#04294,重新搭配技能裝備狀況吧。
#04295,酪農家<br>成為同伴了呢。
#04296,建造牧場吧。
#04297,牧場完成了呢。
#04298,把飼料放在城市外面吧。
#04299,唉唷？<br>怪物好像<br>掉了什麼東西呢。
#04300,來準備蛋倉庫吧。
#04301,發現蛋了呢。<br>努力在城裡孵化吧。
#04302,研究怪物房間吧
#04303,或許在商店裡<br>增加些貨架也不錯。
#04304,增加商店貨架吧
#04305,<pic=food>不夠呢
#04306,藉由派遣尋找<pic=food>吧
#04307,<pic=iron>不夠呢
#04308,藉由派遣尋找<pic=iron>吧
#04309,<pic=magic>不夠呢
#04310,藉由派遣尋找<pic=magic>吧
#04311,得到礦山了呢。
#04312,裝備技能活用礦山吧
#04313,似乎得到魔石礦山了呢。
#04314,裝備技能活用魔石礦山吧
#04315,好友增加了呢！
#04316,準備讓好友<br>停留的床鋪吧。
#04317,似乎得到荒地導覽了呢。
#04318,建造荒地導覽吧。
#04319,似乎得到遠征小屋了呢。
#04320,建造遠征小屋吧。
#04321,似乎得到育苗場了呢。
#04322,建造育苗場吧。
#04323,似乎得到工具精製所了呢。
#04324,建造工具精製所吧。
#04325,似乎得到礦石精製所了呢。
#04326,建造礦石精製所吧。
#04327,似乎得到烹飪臺了呢。
#04328,建造烹飪臺吧。
#04329,似乎得到魔物塑像了呢。
#04330,建造魔物塑像吧。
#04331,似乎得到驅魔 寶珠了呢。
#04332,建造驅魔 寶珠吧。
#04333,似乎得到驅魔 劍了呢。
#04334,建造驅魔 劍吧。
#04335,似乎得到驅魔 石碑了呢。
#04336,建造驅魔 石碑吧。
#04337,我國終於有了<br>武器店了呢。
#04338,武器店完成了呢。
#04339,我國終於有了<br>防具店了呢。
#04340,防具店完成了呢。
#04341,我國終於有了<br>道具店了呢。
#04342,道具店完成了呢。
#04343,我國終於有了<br>家具店了呢。
#04344,家具店完成了呢。
#04345,我國終於有了<br>技能店了呢。
#04346,技能店完成了呢。
#04347,我國終於有了<br>旅館了呢。
#04348,旅館完成了呢。
#04349,我國終於有了<br>餐館了呢。
#04350,餐館完成了呢。
#04351,我國終於有了<br>飾品店了呢。
#04352,飾品店完成了呢。
#04353,我國終於有了<br>回復之間了呢。
#04354,回復之間完成了呢。
#04355,我國終於有了<br>解析之間了呢。
#04356,解析之間完成了呢。
#04357,我國終於有了<br>研究所了呢。
#04358,研究所完成了呢。
#04359,我國終於有了<br>醫院了呢。
#04360,病院完成了呢。
#04361,我國終於有了<br>教會了呢。
#04362,教會完成了呢。
#04363,關於重要職業……城裡有多幾個人應該也不錯呢
#04364,有餘力的話就多雇用幾個吧
#04365,好像發現了……<br>新的區域呢！
#04366,讓周遭各地<br>更加和平吧！
#04367,好像發現了……<br>新的住所類型！
#04368,委託木匠和送貨員<br>來蓋房子吧。
#04369,我國終於有了<br>調查隊室了呢。
#04370,調查隊室完成了呢。
#04371,似乎得到了<br>混沌岩呢。
#04372,來設置混沌岩看看吧
#04373,似乎得到了<br>填平領內工具呢。
#04374,把領地內的水邊填平吧
#04375,哇！得到<br>上級倉庫 野草了呢
#04376,建造新的倉庫吧！
#04377,哇！得到<br>上級倉庫 木材了呢
#04378,哇！得到<br>上級倉庫 糧食了呢
#04379,哇！得到<br>上級倉庫 礦石了呢
#04380,哇！得到<br>上級倉庫 魔石了呢
#04381,哇！得到<br>上級倉庫 能量了呢
#04382,哇！得到<br>上級倉庫 寶物了呢
#04383,哇！得到<br>上級倉庫 道具了呢
#04384,哇！得到<br>上級倉庫 蛋了呢
#04385,級別已經提升到<br>相當高了呢
#04386,來尋找提升<br>級別上限的祕寶吧
#04387,為高級別的農民<br>建造房屋吧。
#04388,似乎得到新的<br>收銀台了呢。
#04389,更換成附帶店員收銀台吧
#04390,哇！終於有聖誕老人<br>來到我國了。
#04391,來為聖誕老人打造一個家吧
#04392,既然聖誕老人的家完成了<br>接著就是馴鹿了吧
#04393,研究馴鹿吧
#04394,湊齊了三頭馴鹿<br>因而收到了禮物！
#04395,來確認新的裝備吧！
#04396,好像發現了……<br>非常強大的區域呢！
#04397,前往的時候請注意安全……！
#04398,喔……<br>好像有親密度提高的居民呢
#04399,來建造教堂吧！
#04400,結婚的居民好像<br>產生了某種變化。
#04401,建造嬰兒床吧
#04402,小孩子出生後<br>還需要幫助孩子成長的設施
#04403,建造托兒所吧
#04404,第2代終於<br>在城市里裡現身了！
#04405,建造飛船港口吧
#04406,與眾不同的旅客<br>似乎喜歡收集品
#04407,建造收集家之屋吧
#04408,增加了新的職業呢
#04409,期待今後的活躍表現。
#04410,王之子<br>終於在城裡誕生了。
#04411,藝術工坊完成了呢！
#04412,昆蟲館完成了呢！
#04413,水族館完成了呢！
#04414,動物園完成了呢！
#04415,博物館完成了呢！
#04416,生命的聖水 #1
#04417,全體居民的HP增加10
#04418,=MID(#04416,1,-1)&'2'
#04419,=MID(#04416,1,-1)&'3'
#04420,=MID(#04416,1,-1)&'4'
#04421,=MID(#04416,1,-1)&'5'
#04422,=MID(#04416,1,-1)&'6'
#04423,=MID(#04416,1,-1)&'7'
#04424,=MID(#04416,1,-1)&'8'
#04425,=MID(#04416,1,-1)&'9'
#04426,=MID(#04416,1,-1)&'10'
#04427,=MID(#04416,1,-1)&'11'
#04428,=MID(#04416,1,-1)&'12'
#04429,=MID(#04416,1,-1)&'13'
#04430,=MID(#04416,1,-1)&'14'
#04431,=MID(#04416,1,-1)&'15'
#04432,=MID(#04416,1,-1)&'16'
#04433,=MID(#04416,1,-1)&'17'
#04434,=MID(#04416,1,-1)&'18'
#04435,=MID(#04416,1,-1)&'19'
#04436,=MID(#04416,1,-1)&'20'
#04437,智慧的聖水 #1
#04438,全體居民的MP增加10
#04439,=MID(#04437,1,-1)&'2'
#04440,=MID(#04437,1,-1)&'3'
#04441,=MID(#04437,1,-1)&'4'
#04442,=MID(#04437,1,-1)&'5'
#04443,=MID(#04437,1,-1)&'6'
#04444,=MID(#04437,1,-1)&'7'
#04445,=MID(#04437,1,-1)&'8'
#04446,=MID(#04437,1,-1)&'9'
#04447,=MID(#04437,1,-1)&'10'
#04448,=MID(#04437,1,-1)&'11'
#04449,=MID(#04437,1,-1)&'12'
#04450,=MID(#04437,1,-1)&'13'
#04451,=MID(#04437,1,-1)&'14'
#04452,=MID(#04437,1,-1)&'15'
#04453,=MID(#04437,1,-1)&'16'
#04454,=MID(#04437,1,-1)&'17'
#04455,=MID(#04437,1,-1)&'18'
#04456,=MID(#04437,1,-1)&'19'
#04457,=MID(#04437,1,-1)&'20'
#04458,活力的聖水 #1
#04459,全體居民的活力增加10
#04460,=MID(#04458,1,-1)&'2'
#04461,=MID(#04458,1,-1)&'3'
#04462,=MID(#04458,1,-1)&'4'
#04463,=MID(#04458,1,-1)&'5'
#04464,=MID(#04458,1,-1)&'6'
#04465,=MID(#04458,1,-1)&'7'
#04466,=MID(#04458,1,-1)&'8'
#04467,=MID(#04458,1,-1)&'9'
#04468,=MID(#04458,1,-1)&'10'
#04469,=MID(#04458,1,-1)&'11'
#04470,=MID(#04458,1,-1)&'12'
#04471,=MID(#04458,1,-1)&'13'
#04472,=MID(#04458,1,-1)&'14'
#04473,=MID(#04458,1,-1)&'15'
#04474,=MID(#04458,1,-1)&'16'
#04475,=MID(#04458,1,-1)&'17'
#04476,=MID(#04458,1,-1)&'18'
#04477,=MID(#04458,1,-1)&'19'
#04478,=MID(#04458,1,-1)&'20'
#04479,力量的聖水 #1
#04480,全體居民的攻擊力增加10
#04481,=MID(#04479,1,-1)&'2'
#04482,=MID(#04479,1,-1)&'3'
#04483,=MID(#04479,1,-1)&'4'
#04484,=MID(#04479,1,-1)&'5'
#04485,=MID(#04479,1,-1)&'6'
#04486,=MID(#04479,1,-1)&'7'
#04487,=MID(#04479,1,-1)&'8'
#04488,=MID(#04479,1,-1)&'9'
#04489,=MID(#04479,1,-1)&'10'
#04490,=MID(#04479,1,-1)&'11'
#04491,=MID(#04479,1,-1)&'12'
#04492,=MID(#04479,1,-1)&'13'
#04493,=MID(#04479,1,-1)&'14'
#04494,=MID(#04479,1,-1)&'15'
#04495,=MID(#04479,1,-1)&'16'
#04496,=MID(#04479,1,-1)&'17'
#04497,=MID(#04479,1,-1)&'18'
#04498,=MID(#04479,1,-1)&'19'
#04499,=MID(#04479,1,-1)&'20'
#04500,守備的聖水 #1
#04501,全體居民的防禦力增加10
#04502,=MID(#04500,1,-1)&'2'
#04503,=MID(#04500,1,-1)&'3'
#04504,=MID(#04500,1,-1)&'4'
#04505,=MID(#04500,1,-1)&'5'
#04506,=MID(#04500,1,-1)&'6'
#04507,=MID(#04500,1,-1)&'7'
#04508,=MID(#04500,1,-1)&'8'
#04509,=MID(#04500,1,-1)&'9'
#04510,=MID(#04500,1,-1)&'10'
#04511,=MID(#04500,1,-1)&'11'
#04512,=MID(#04500,1,-1)&'12'
#04513,=MID(#04500,1,-1)&'13'
#04514,=MID(#04500,1,-1)&'14'
#04515,=MID(#04500,1,-1)&'15'
#04516,=MID(#04500,1,-1)&'16'
#04517,=MID(#04500,1,-1)&'17'
#04518,=MID(#04500,1,-1)&'18'
#04519,=MID(#04500,1,-1)&'19'
#04520,=MID(#04500,1,-1)&'20'
#04521,古代設計圖 #1 
#04522,全設施的最大耐久度增加10
#04523,古代設計圖 #2
#04524,=MID(#04523,1,-1)&'3'
#04525,=MID(#04523,1,-1)&'4'
#04526,=MID(#04523,1,-1)&'5'
#04527,=MID(#04523,1,-1)&'6'
#04528,=MID(#04523,1,-1)&'7'
#04529,=MID(#04523,1,-1)&'8'
#04530,=MID(#04523,1,-1)&'9'
#04531,=MID(#04523,1,-1)&'10'
#04532,=MID(#04523,1,-1)&'11'
#04533,=MID(#04523,1,-1)&'12'
#04534,=MID(#04523,1,-1)&'13'
#04535,=MID(#04523,1,-1)&'14'
#04536,=MID(#04523,1,-1)&'15'
#04537,=MID(#04523,1,-1)&'16'
#04538,=MID(#04523,1,-1)&'17'
#04539,=MID(#04523,1,-1)&'18'
#04540,=MID(#04523,1,-1)&'19'
#04541,=MID(#04523,1,-1)&'20'
#04542,=MID(#04523,1,-1)&'21'
#04543,=MID(#04523,1,-1)&'22'
#04544,=MID(#04523,1,-1)&'23'
#04545,前人的地圖 #1
#04546,派遣時的費用減少5%
#04547,=MID(#04545,1,-1)&'2'
#04548,=MID(#04545,1,-1)&'3'
#04549,=MID(#04545,1,-1)&'4'
#04550,=MID(#04545,1,-1)&'5'
#04551,=MID(#04545,1,-1)&'6'
#04552,秘密道具 #1
#04553,建造時的費用減少5%
#04554,=MID(#04552,1,-1)&'2'
#04555,=MID(#04552,1,-1)&'3'
#04556,=MID(#04552,1,-1)&'4'
#04557,=MID(#04552,1,-1)&'5'
#04558,=MID(#04552,1,-1)&'6'
#04559,王國業界誌 #1
#04560,研究和升級的時間減少5%
#04561,=MID(#04559,1,-1)&'2'
#04562,=MID(#04559,1,-1)&'3'
#04563,=MID(#04559,1,-1)&'4'
#04564,=MID(#04559,1,-1)&'5'
#04565,=MID(#04559,1,-1)&'6'
#04566,鑽石之書 #1
#04567,消費鑽石時的費用減少2%
#04568,=MID(#04566,1,-1)&'2'
#04569,=MID(#04566,1,-1)&'3'
#04570,=MID(#04566,1,-1)&'4'
#04571,=MID(#04566,1,-1)&'5'
#04572,覺醒之書 #1
#04573,全員的覺醒上限增加5
#04574,=MID(#04572,1,-1)&'2'
#04575,=MID(#04572,1,-1)&'3'
#04576,=MID(#04572,1,-1)&'4'
#04577,=MID(#04572,1,-1)&'5'
#04578,城建指南書 #1
#04579,城市級別的上限增加5
#04580,=MID(#04578,1,-1)&'2'
#04581,=MID(#04578,1,-1)&'3'
#04582,=MID(#04578,1,-1)&'4'
#04583,=MID(#04578,1,-1)&'5'
#04584,=MID(#04578,1,-1)&'6'
#04585,=MID(#04578,1,-1)&'7'
#04586,=MID(#04578,1,-1)&'8'
#04587,=MID(#04578,1,-1)&'9'
#04588,=MID(#04578,1,-1)&'10'
#04589,=MID(#04578,1,-1)&'11'
#04590,=MID(#04578,1,-1)&'12'
#04591,=MID(#04578,1,-1)&'13'
#04592,=MID(#04578,1,-1)&'14'
#04593,兵法書 #1
#04594,增加頭目戰和線上對戰的討伐人數
#04595,=MID(#04593,1,-1)&'2'
#04596,=MID(#04593,1,-1)&'3'
#04597,=MID(#04593,1,-1)&'4'
#04598,=MID(#04593,1,-1)&'5'
#04599,=MID(#04593,1,-1)&'6'
#04600,=MID(#04593,1,-1)&'7'
#04601,=MID(#04593,1,-1)&'8'
#04602,=MID(#04593,1,-1)&'9'
#04603,=MID(#04593,1,-1)&'10'
#04604,=MID(#04593,1,-1)&'11'
#04605,=MID(#04593,1,-1)&'12'
#04606,=MID(#04593,1,-1)&'13'
#04607,=MID(#04593,1,-1)&'14'
#04608,=MID(#04593,1,-1)&'15'
#04609,=MID(#04593,1,-1)&'16'
#04610,=MID(#04593,1,-1)&'17'
#04611,=MID(#04593,1,-1)&'18'
#04612,=MID(#04593,1,-1)&'19'
#04613,=MID(#04593,1,-1)&'20'
#04614,=MID(#04593,1,-1)&'21'
#04615,=MID(#04593,1,-1)&'22'
#04616,=MID(#04593,1,-1)&'23'
#04617,=MID(#04593,1,-1)&'24'
#04618,=MID(#04593,1,-1)&'25'
#04619,=MID(#04593,1,-1)&'26'
#04620,=MID(#04593,1,-1)&'27'
#04621,=MID(#04593,1,-1)&'28'
#04622,夢幻探險地圖 #1
#04623,增加洞窟的討伐人數
#04624,=MID(#04622,1,-1)&'2'
#04625,=MID(#04622,1,-1)&'3'
#04626,=MID(#04622,1,-1)&'4'
#04627,=MID(#04622,1,-1)&'5'
#04628,=MID(#04622,1,-1)&'6'
#04629,=MID(#04622,1,-1)&'7'
#04630,=MID(#04622,1,-1)&'8'
#04631,=MID(#04622,1,-1)&'9'
#04632,=MID(#04622,1,-1)&'10'
#04633,=MID(#04622,1,-1)&'11'
#04634,=MID(#04622,1,-1)&'12'
#04635,=MID(#04622,1,-1)&'13'
#04636,=MID(#04622,1,-1)&'14'
#04637,=MID(#04622,1,-1)&'15'
#04638,=MID(#04622,1,-1)&'16'
#04639,=MID(#04622,1,-1)&'17'
#04640,=MID(#04622,1,-1)&'18'
#04641,鐵鎚的極致 #1
#04642,增加可同時施工數
#04643,=MID(#04641,1,-1)&'2'
#04644,=MID(#04641,1,-1)&'3'
#04645,=MID(#04641,1,-1)&'4'
#04646,=MID(#04641,1,-1)&'5'
#04647,=MID(#04641,1,-1)&'6'
#04648,=MID(#04641,1,-1)&'7'
#04649,=MID(#04641,1,-1)&'8'
#04650,=MID(#04641,1,-1)&'9'
#04651,=MID(#04641,1,-1)&'10'
#04652,=MID(#04641,1,-1)&'11'
#04653,=MID(#04641,1,-1)&'12'
#04654,=MID(#04641,1,-1)&'13'
#04655,=MID(#04641,1,-1)&'14'
#04656,=MID(#04641,1,-1)&'15'
#04657,=MID(#04641,1,-1)&'16'
#04658,=MID(#04572,1,-1)&'6'
#04659,全員的覺醒上限增加1
#04660,<po=c>畫面會變寬，<br>而且變得<br>可以<co=60,100,200>橫向旋轉</co>了！
#04661,好像順利解除廣告顯示了呢！
#04662,而且也支援畫面橫向旋轉了！！在選單「系統」─「設定變更」處可以開關橫向旋轉功能。
#04663,畫面改變了，就用煥然一新的<br>心情繼續經營吧！
#04664,請在可以連線的環境下確認訊號後再次啟動。\n無法連線的場合下會出現無法使用部分功能的狀況。
#04665,訊息
#04666,訊息
#04667,連線中
#04668,了解
#04669,歡迎光臨
#04670,售完
#04671,呵呵呵。\n要哪一個呢
#04672,連線失敗
#04673,購買道具
#04674,閱讀使用規約(必讀)
#04675,同意規約並前往商店
#04676,購買之後重開遊戲便能獲得
#04677,前往購買
#04678,同意規約並前往購買
#04679,報告
#04680,道具已\n安全寄達
#04681,要在哪裡開店呢
#04682,阿南商會
#04683,獎券商店
#04684,唉呀……<br>和本部之間<co=60,100,200>連線失敗</co>了
#04685,請確認訊號和連線狀態後<br>再次來店……
#04686,就能看到優質商品陳列出來。
#04687,所以……<br>恭候您的再次光臨。
#04688,這裡是世界上超稀有的<br>販賣「獎券」的店家喔。
#04689,價格高昂，購買前請考慮清楚喔。
