@title,中文(简体)
#04050,不存在的服务编号：<0>
#04051,其他
#04052,修复
#04053,继承
#04054,安装奖励
#04055,=#02540
#04056,通知
#04057,购买时的注意事项
#04058,钻石|个
#04059,<0><1>个
#04060,<0> <1>次
#04061,游戏时间 +<0>分钟
#04062,推送通知<br>送来了奖励
#04063,过去购买记录
#04064,当前购买状态
#04065,请打开网络权限，查看网络信号，并重新启动。
#04066,若使用了自动安全锁等功能，请查看是否已对游戏解除锁定。
#04067,若启用了儿童网络过滤器，则将无法使用部分功能。
#04068,正在加载
#04069,正在读取时间
#04070,即将到达
#04071,～羊先生的提示日志～
#04072,发送好友申请
#04073,申请\t放弃
#04074,收到了好友申请！
#04075,同意\t拒绝
#04076,昵称
#04077,好友的编号
#04078,<po=m>未能发现<br>好友。&请检查输入内容。
#04079,<po=m>另外，请<co=ff0000>不要删除游戏应用</co>哦。删除后好友将全部被清空而无法恢复。
#04080,申请列表
#04081,好友邮局
#04082,登录角色
#04083,距奖励还剩 <0>人
#04084,寻找好友，发送申请吧
#04085,申请 <0>件
#04086,查看
#04087,从开罗乐园的<br>好友中寻找
#04088,查看我的角色
#04089,要选哪个呢
#04090,开始游戏前……
#04091,阅读使用条款
#04092,输入昵称
#04093,※之后可以修改
#04094,同意条款
#04095,留宿中
#04096,寻找
#04097,<po=m>最多可以将<br><0>名各地的用户<br>登录为好友。<br>根据好友的<br>总游戏时间，会在启动时<br>得到奖励。询问朋友的编号后<br>申请成为好友吧。
#04098,<po=m>与全国的玩家成为好友后，<br>就可以互相帮助了。<br><br>先登录自己的角色吧。
#04099,<po=m>原先设置的角色消失了。<br>请设置新的角色。
#04100,也可能是对方已达上限
#04101,无法使用 , % \
#04102,开始转移游戏数据
#04103,接收数据
#04104,输入代码
#04105,<po=m>最终更新[<0>]<br>发现了绑定开罗账号的数据。<br>是否通过此数据进行修复？
#04106,请输入数据代码
#04107,数据代码
#04108,<po=m><co=3c64c8>◆ 转移游戏数据的方法 ◆
#04109,不同的平台
#04110,<po=m>① 在现在安装游戏的设备上<br>选择“发送游戏数据”，<br>记录生成的数据代码。<br><br>② 在目标设备上启动游戏，<br>选择“接收游戏数据”，<br>并输入密码，开始下载。<br><br><co=ff4000>数据代码的有效时间为1周<br>转移后将无法在原来的设备上进行游戏<br>无法将数据从<0>转移到<1>上
#04111,发送游戏数据
#04112,接收游戏数据
#04113,<po=m>数据转移完毕。<br>请重新启动游戏。
#04114,<0> <1>个
#04115,金币优惠活动<br>开始了！
#04116,之后将显示推广列表哦
#04117,<po=m>使用Tapjoy的功能前，<br>请先解除广告跟踪限制，并重新启动游戏。<br>设置应用程序 > 个人隐私 > 广告 > 广告跟踪限制
#04118,好友申请 王都创世物语
#04119,我在 王都创世物语\n发送了好友申请哦！\n请同意哦。
#04120,安装 王都创世物语，\n在好友页面\n搜索\n编号：“<0>”吧。\n\n下载地址在这里哦\n
#04121,好友申请 住宅梦物语
#04122,我在住宅梦物语 安卓版<br>发送了好友申请哦！<br>请同意哦。
#04123,<po=m>安装住宅梦物语 安卓版，<br>在好友页面<br>搜索<br>编号：“<0>”吧。<br><br>下载地址在这里哦<br>
#04124,<0>获得了<0>0&信息&钻石
#04125,<po=m>请在目标设备上启动游戏，<br>并输入数据代码。<br><br>数据代码“<co=ffff00><0></co>”
#04126,<po=m>数据转移完毕。<br>请删除此设备上的游戏。<br>数据代码“<0>”
#04127,取消数据转移
#04128,友情抽奖
#04129,建材收纳袋
#04130,野草收纳袋
#04131,蔬菜收纳袋
#04132,种子收纳袋
#04133,木箱
#04134,金桶
#04135,水果收纳袋
#04136,肉品收纳袋
#04137,海产收纳袋
#04138,料理
#04139,肉
#04140,商品
#04141,地面_宝
#04142,草原_宝
#04143,沙漠_宝
#04144,岩场_宝
#04145,火山_宝
#04146,雪原_宝
#04147,沼泽_宝
#04148,水_宝
#04149,特殊_宝
#04150,=#01615
#04151,蓝色宝箱
#04152,黑色宝箱
#04153,金色宝箱
#04154,周日 排名奖励
#04155,周一 排名奖励
#04156,周二 排名奖励
#04157,周三 排名奖励
#04158,周四 排名奖励
#04159,周五 排名奖励
#04160,周六 排名奖励
#04161,战斗奖励
#04162,宝箱
#04163,调查背包
#04164,游戏时间达到 <0>小时以上
#04165,募集 <0>名居民
#04166,发现　<0>种职业
#04167,建造<0>幢设施
#04168,级别达到 <0>以上
#04169,解放 <0>个区域
#04170,完成<0>件任务吧
#04171,找到 <0>种全体型道具吧
#04172,找到 <0>种道具吧
#04173,击破 <0>种怪物吧
#04174,扫除 <0>个迷途之云吧
#04175,建造<0>幢市政厅吧
#04176,向城外派遣<0>次吧
#04177,存放<0>个道具吧
#04178,结交<0>名好友吧
#04179,分析 <0>个宝箱
#04180,研究 <0>次吧
#04181,为<0>人提供住所吧
#04182,存放 <0>个宝箱吧
#04183,找到<0>个 技能吧
#04184,击破<0>个 洞窟吧
#04185,孵化<0>只 怪物吧
#04186,邀请 <0>只怪物成为伙伴吧
#04187,收集<0>只虫吧
#04188,收集<0>条鱼吧
#04189,收集<0>个美术品吧
#04190,收集<0>只动物吧
#04191,收集<0>枚金币吧
#04192,诞生<0>个孩子
#04193,初次见面。<br>我是从先王时代<br>便开始侍奉王室的顾问。
#04194,建造后查看信息吧。
#04195,接下来<br>再布置这个吧。
#04196,试着建设土地吧。
#04197,真是一片不错的土地吧。<br>把它给予国王吧。
#04198,把土地给予国王吧。
#04199,之后不如搭建<br>收集宝物的地方吧
#04200,建造2间仓库吧。
#04201,施工……<br>需要人手呢！<br>请看这个。
#04202,雇佣3名居民吧。
#04203,用这个<br>来完成施工如何
#04204,完成仓库与国王房间吧
#04205,为了让国王房间运转<br>还需要这个呢。
#04206,点击国王房间里的家具吧。
#04207,今后应该会需要<br>连接外部的门。
#04208,来建造大门吧
#04209,城外可能会有<br>沉睡中的宝物。
#04210,派遣卫兵吧。
#04211,我们稍微观望一会儿吧。<br>有推荐的东西哦。
#04212,或许可以试着<br>快进一下时间。
#04213,咦！级别点数似乎<br>蓄满了呢！
#04214,来提升级别吧
#04215,我突然觉得“研究”<br>对王国的发展会很重要。
#04216,试着招募“研究家”吧。
#04217,得到了第2幢<br>市政厅呢！
#04218,建造市政厅吧。
#04219,得打开<br>获得的宝箱呢
#04220,建造宝箱解析所吧。
#04221,似乎还需要<br>更多用于研究的设施。
#04222,建造研究所吧。
#04223,似乎准备就绪了呢。<br>立即开始研究吧。
#04224,尝试研究吧。
#04225,需要新的居民呢……<br>请人来介绍冒险者吧。
#04226,请人来介绍冒险者吧。
#04227,似乎有居民的<br>生命所剩无几了……
#04228,建造回复生命的设施吧。
#04229,鼓起干劲，<br>继续培养居民吧。
#04230,来培养居民吧。
#04231,获得了食物。<br>赶快用用看吧。
#04232,让居民成长吧
#04233,在城外好像发现了……<br>危险的洞窟。
#04234,选择洞窟，前去讨伐吧。
#04235,派遣地点……似乎出现了<br>首领的身影！
#04236,组织精锐部队，挑战首领吧。
#04237,派遣中的居民<br>正在等待指示。
#04238,请选择新的派遣地点吧。
#04239,您似乎得到了马棚呢。
#04240,请搭建马棚吧。
#04241,噢。新的区域中<br>有港口呢
#04242,建造5～6个招牌连接到城市吧
#04243,装备就绪<br>招揽游船吧
#04244,招揽游船，迎接游客吧
#04245,其他居民似乎也能<br>居住在现在的房屋中哦。
#04246,布置同居床铺吧。
#04247,城市受到攻击了呢……
#04248,是时候强化城墙了呢。
#04249,第二座城市建成了呢！
#04250,让两座城市持续发展吧
#04251,来往于两座城市间吧
#04252,来往于两个王国间吧
#04253,提升级别开始需要<br>道具了呢。
#04254,收集各种道具吧
#04255,似乎有必要为将来<br>受到攻击时做好准备。
#04256,努力为城墙升级吧。
#04257,<pic=grass>变多了呢<br>可能需要仓库了
#04258,研究<pic=grass>的仓库吧
#04259,<pic=food>变多了呢<br>可能需要仓库了
#04260,研究<pic=food>的仓库吧
#04261,<pic=wood>变多了呢<br>可能需要仓库了
#04262,研究<pic=wood>的仓库吧
#04263,<pic=iron>变多了呢<br>可能需要仓库了
#04264,研究<pic=iron>的仓库吧
#04265,<pic=magic>变多了呢<br>可能需要仓库了
#04266,研究<pic=magic>的仓库吧
#04267,感觉能量有些不足了呢<br>用这些设施如何呢
#04268,研究能量泵与仓库吧
#04269,我灵光一闪<br>想到了新的研究内容。
#04270,研究道路吧
#04271,研究水井吧
#04272,研究炉灶吧
#04273,研究休憩处吧
#04274,研究长椅吧
#04275,似乎需要<br>更多宝物仓库呢。
#04276,研究宝物仓库吧
#04277,似乎需要<br>更多道具仓库呢。
#04278,研究道具仓库吧
#04279,<pic=grass>不足呢
#04280,研究农田吧
#04281,<pic=wood>不足呢
#04282,研究造林所吧
#04283,派遣人手清除<br>四处弥漫的阴云吧
#04284,或许应该更改派遣地点
#04285,获得铜币了呢。
#04286,添置铜币箱吧。
#04287,获得银币了呢。
#04288,添置银币箱吧。
#04289,获得金币了呢。
#04290,添置金币箱吧。
#04291,王国里的武器<br>似乎也增加了呢。
#04292,为伙伴选择装备吧。
#04293,似乎获得了<br>新的技能呢。
#04294,重新搭配技能吧。
#04295,奶农<br>成为伙伴了呢。
#04296,建造牧场吧。
#04297,牧场建成了呢。
#04298,在城外布置饲料吧。
#04299,咦？<br>怪物似乎<br>掉落了什么呢。
#04300,准备好蛋仓库吧。
#04301,发现蛋了呢。<br>努力在城里孵化吧。
#04302,研究怪物房间吧
#04303,或许可以在商店中<br>增加货架呢。
#04304,在商店中增加货架吧
#04305,<pic=food>不足呢
#04306,通过派遣来寻找<pic=food>
#04307,<pic=iron>不足呢
#04308,通过派遣来寻找<pic=iron>
#04309,<pic=magic>不足呢
#04310,通过派遣来寻找<pic=magic>
#04311,得到了矿山呢。
#04312,装备技能，妥善利用矿山吧。
#04313,似乎得到了魔石矿山呢。
#04314,装备技能，妥善利用魔石矿山吧。
#04315,好友增加了呢！
#04316,准备供好友留宿的<br>床铺吧。
#04317,似乎得到了荒地路牌呢。
#04318,建造荒地路牌吧。
#04319,似乎得到了远征小屋呢。
#04320,建造远征小屋吧。
#04321,似乎得到了育苗场呢。
#04322,建造育苗场吧。
#04323,似乎得到了工具精制所呢。
#04324,建造工具精制所吧。
#04325,似乎得到了矿石精制所呢。
#04326,建造矿石精制所吧。
#04327,似乎得到了烹饪台呢。
#04328,来建造烹饪台吧。
#04329,似乎得到了魔物雕像呢。
#04330,来建造魔物雕像吧。
#04331,似乎得到了驱魔摆设 宝珠呢。
#04332,建造驱魔摆设 宝珠吧。
#04333,似乎得到了驱魔摆设 剑呢。
#04334,建造驱魔摆设 剑吧。
#04335,似乎得到了驱魔摆设 石碑呢。
#04336,建造驱魔摆设 石碑吧。
#04337,我们王国终于<br>也有武器店了呢。
#04338,武器店建成了呢。
#04339,我们王国终于<br>也有防具了呢。
#04340,防具店建成了呢。
#04341,我们王国终于<br>也有道具店了呢。
#04342,道具店建成了呢。
#04343,我们王国终于<br>也有家具店了呢。
#04344,家具店建成了呢。
#04345,我们王国终于<br>也有技能店了呢。
#04346,技能店建成了呢。
#04347,我们王国终于<br>也有旅馆了呢。
#04348,旅馆建成了呢。
#04349,我们王国终于<br>也有饭馆了呢。
#04350,饭馆建成了呢。
#04351,我们王国终于<br>也有饰品店了呢。
#04352,饰品店建成了呢。
#04353,我们王国终于<br>也有回复所了呢。
#04354,回复所建成了呢。
#04355,我们王国终于<br>也有解析所了呢。
#04356,解析所建成了呢。
#04357,我们王国终于<br>也有研究所了呢。
#04358,研究所建成了呢。
#04359,我们王国终于<br>也有医院了呢。
#04360,医院建成了呢。
#04361,我们王国终于<br>也有教堂了呢。
#04362,教堂建成了呢。
#04363,城里的重要职业……或许可以考虑雇佣多名呢
#04364,有余力时就多多雇佣吧
#04365,似乎……发现了<br>新的区域哦！
#04366,让王国<br>变得更加和平吧！
#04367,似乎……发现了<br>新的住所类型！
#04368,委托木匠和运输者<br>来建造房屋吧。
#04369,我们王国也终于<br>有调查队室了呢。
#04370,调查队室建成了呢。
#04371,似乎得到了<br>混沌之岩呢。
#04372,建造混沌之岩吧
#04373,似乎得到了<br>领土填埋工具呢。
#04374,来填埋领土内的水域吧
#04375,噢！得到了<br>高级仓库 野草呢。
#04376,建造新的仓库吧！
#04377,噢！得到了<br>高级仓库 木材呢
#04378,噢！得到了<br>高级仓库 粮食呢
#04379,噢！得到了<br>高级仓库 矿石呢
#04380,噢！得到了<br>高级仓库 魔石呢
#04381,噢！得到了<br>高级仓库 能量呢
#04382,噢！得到了<br>高级仓库 宝物呢
#04383,噢！得到了<br>高级仓库 道具呢
#04384,噢！得到了<br>高级仓库 蛋呢
#04385,级别<br>高了不少呢
#04386,去寻找<br>提升级别上限的秘宝吧
#04387,为高级别的农民<br>建造房屋吧。
#04388,似乎得到了<br>新的收银机呢。
#04389,更换成附带店员收银机吧
#04390,噢！圣诞老人<br>也来到了我们王国。
#04391,为圣诞老人准备一间屋子吧
#04392,既然圣诞之屋建成了<br>现在就差驯鹿了呢
#04393,研究驯鹿吧
#04394,凑齐了三头驯鹿<br>因而收到了礼物！
#04395,查看新的装备吧！
#04396,似乎发现了……<br>非常强大的区域哦！
#04397,小心谨慎地前去看看吧……！
#04398,咦……<br>似乎有居民的亲密度很高呢。
#04399,来建造教堂吧！
#04400,总感觉婚后的居民<br>有某些变化。
#04401,建造婴儿床吧
#04402,宝宝出生后<br>还会需要帮助其成长的设施
#04403,建造托儿所吧
#04404,第2代终于<br>在城里现身了呢！
#04405,建造飞艇停靠点吧
#04406,与众不同的旅客<br>似乎喜欢收藏品
#04407,建造收藏家之屋吧
#04408,增加了新的职业呢
#04409,期待今后的活跃表现。
#04410,我们城市终于迎来了<br>王之子的诞生。
#04411,艺术工坊建成了呢！
#04412,昆虫馆建成了呢！
#04413,水族馆建成了呢！
#04414,动物园建成了呢！
#04415,博物馆建成了呢！
#04416,生命圣水 #1
#04417,全体居民的生命增加10
#04418,=MID(#04416,1,-1)&'2'
#04419,=MID(#04416,1,-1)&'3'
#04420,=MID(#04416,1,-1)&'4'
#04421,=MID(#04416,1,-1)&'5'
#04422,=MID(#04416,1,-1)&'6'
#04423,=MID(#04416,1,-1)&'7'
#04424,=MID(#04416,1,-1)&'8'
#04425,=MID(#04416,1,-1)&'9'
#04426,=MID(#04416,1,-1)&'10'
#04427,=MID(#04416,1,-1)&'11'
#04428,=MID(#04416,1,-1)&'12'
#04429,=MID(#04416,1,-1)&'13'
#04430,=MID(#04416,1,-1)&'14'
#04431,=MID(#04416,1,-1)&'15'
#04432,=MID(#04416,1,-1)&'16'
#04433,=MID(#04416,1,-1)&'17'
#04434,=MID(#04416,1,-1)&'18'
#04435,=MID(#04416,1,-1)&'19'
#04436,=MID(#04416,1,-1)&'20'
#04437,智慧圣水 #1
#04438,全体居民的魔力增加10
#04439,=MID(#04437,1,-1)&'2'
#04440,=MID(#04437,1,-1)&'3'
#04441,=MID(#04437,1,-1)&'4'
#04442,=MID(#04437,1,-1)&'5'
#04443,=MID(#04437,1,-1)&'6'
#04444,=MID(#04437,1,-1)&'7'
#04445,=MID(#04437,1,-1)&'8'
#04446,=MID(#04437,1,-1)&'9'
#04447,=MID(#04437,1,-1)&'10'
#04448,=MID(#04437,1,-1)&'11'
#04449,=MID(#04437,1,-1)&'12'
#04450,=MID(#04437,1,-1)&'13'
#04451,=MID(#04437,1,-1)&'14'
#04452,=MID(#04437,1,-1)&'15'
#04453,=MID(#04437,1,-1)&'16'
#04454,=MID(#04437,1,-1)&'17'
#04455,=MID(#04437,1,-1)&'18'
#04456,=MID(#04437,1,-1)&'19'
#04457,=MID(#04437,1,-1)&'20'
#04458,活力圣水 #1
#04459,全体居民的活力增加10
#04460,=MID(#04458,1,-1)&'2'
#04461,=MID(#04458,1,-1)&'3'
#04462,=MID(#04458,1,-1)&'4'
#04463,=MID(#04458,1,-1)&'5'
#04464,=MID(#04458,1,-1)&'6'
#04465,=MID(#04458,1,-1)&'7'
#04466,=MID(#04458,1,-1)&'8'
#04467,=MID(#04458,1,-1)&'9'
#04468,=MID(#04458,1,-1)&'10'
#04469,=MID(#04458,1,-1)&'11'
#04470,=MID(#04458,1,-1)&'12'
#04471,=MID(#04458,1,-1)&'13'
#04472,=MID(#04458,1,-1)&'14'
#04473,=MID(#04458,1,-1)&'15'
#04474,=MID(#04458,1,-1)&'16'
#04475,=MID(#04458,1,-1)&'17'
#04476,=MID(#04458,1,-1)&'18'
#04477,=MID(#04458,1,-1)&'19'
#04478,=MID(#04458,1,-1)&'20'
#04479,力量圣水 #1
#04480,全体居民的攻击力增加10
#04481,=MID(#04479,1,-1)&'2'
#04482,=MID(#04479,1,-1)&'3'
#04483,=MID(#04479,1,-1)&'4'
#04484,=MID(#04479,1,-1)&'5'
#04485,=MID(#04479,1,-1)&'6'
#04486,=MID(#04479,1,-1)&'7'
#04487,=MID(#04479,1,-1)&'8'
#04488,=MID(#04479,1,-1)&'9'
#04489,=MID(#04479,1,-1)&'10'
#04490,=MID(#04479,1,-1)&'11'
#04491,=MID(#04479,1,-1)&'12'
#04492,=MID(#04479,1,-1)&'13'
#04493,=MID(#04479,1,-1)&'14'
#04494,=MID(#04479,1,-1)&'15'
#04495,=MID(#04479,1,-1)&'16'
#04496,=MID(#04479,1,-1)&'17'
#04497,=MID(#04479,1,-1)&'18'
#04498,=MID(#04479,1,-1)&'19'
#04499,=MID(#04479,1,-1)&'20'
#04500,守护圣水 #1
#04501,全体居民的防御力增加10
#04502,=MID(#04500,1,-1)&'2'
#04503,=MID(#04500,1,-1)&'3'
#04504,=MID(#04500,1,-1)&'4'
#04505,=MID(#04500,1,-1)&'5'
#04506,=MID(#04500,1,-1)&'6'
#04507,=MID(#04500,1,-1)&'7'
#04508,=MID(#04500,1,-1)&'8'
#04509,=MID(#04500,1,-1)&'9'
#04510,=MID(#04500,1,-1)&'10'
#04511,=MID(#04500,1,-1)&'11'
#04512,=MID(#04500,1,-1)&'12'
#04513,=MID(#04500,1,-1)&'13'
#04514,=MID(#04500,1,-1)&'14'
#04515,=MID(#04500,1,-1)&'15'
#04516,=MID(#04500,1,-1)&'16'
#04517,=MID(#04500,1,-1)&'17'
#04518,=MID(#04500,1,-1)&'18'
#04519,=MID(#04500,1,-1)&'19'
#04520,=MID(#04500,1,-1)&'20'
#04521,古代设计图 #1 
#04522,所有设施的最大耐久度增加10
#04523,古代设计图 #2 
#04524,=MID(#04523,1,-1)&'3'
#04525,=MID(#04523,1,-1)&'4'
#04526,=MID(#04523,1,-1)&'5'
#04527,=MID(#04523,1,-1)&'6'
#04528,=MID(#04523,1,-1)&'7'
#04529,=MID(#04523,1,-1)&'8'
#04530,=MID(#04523,1,-1)&'9'
#04531,=MID(#04523,1,-1)&'10'
#04532,=MID(#04523,1,-1)&'11'
#04533,=MID(#04523,1,-1)&'12'
#04534,=MID(#04523,1,-1)&'13'
#04535,=MID(#04523,1,-1)&'14'
#04536,=MID(#04523,1,-1)&'15'
#04537,=MID(#04523,1,-1)&'16'
#04538,=MID(#04523,1,-1)&'17'
#04539,=MID(#04523,1,-1)&'18'
#04540,=MID(#04523,1,-1)&'19'
#04541,=MID(#04523,1,-1)&'20'
#04542,=MID(#04523,1,-1)&'21'
#04543,=MID(#04523,1,-1)&'22'
#04544,=MID(#04523,1,-1)&'23'
#04545,先人的地图 #1
#04546,派遣时的费用减少5%
#04547,=MID(#04545,1,-1)&'2'
#04548,=MID(#04545,1,-1)&'3'
#04549,=MID(#04545,1,-1)&'4'
#04550,=MID(#04545,1,-1)&'5'
#04551,=MID(#04545,1,-1)&'6'
#04552,秘密道具 #1
#04553,建造时的费用减少5%
#04554,=MID(#04552,1,-1)&'2'
#04555,=MID(#04552,1,-1)&'3'
#04556,=MID(#04552,1,-1)&'4'
#04557,=MID(#04552,1,-1)&'5'
#04558,=MID(#04552,1,-1)&'6'
#04559,王国行业杂志 #1
#04560,研究或升级时的时间减少5%
#04561,=MID(#04559,1,-1)&'2'
#04562,=MID(#04559,1,-1)&'3'
#04563,=MID(#04559,1,-1)&'4'
#04564,=MID(#04559,1,-1)&'5'
#04565,=MID(#04559,1,-1)&'6'
#04566,钻石之书 #1
#04567,消耗钻石时的费用减少2%
#04568,=MID(#04566,1,-1)&'2'
#04569,=MID(#04566,1,-1)&'3'
#04570,=MID(#04566,1,-1)&'4'
#04571,=MID(#04566,1,-1)&'5'
#04572,觉醒之书 #1
#04573,全员的觉醒上限增加5
#04574,=MID(#04572,1,-1)&'2'
#04575,=MID(#04572,1,-1)&'3'
#04576,=MID(#04572,1,-1)&'4'
#04577,=MID(#04572,1,-1)&'5'
#04578,城建指南 #1
#04579,城市级别的上限增加5
#04580,=MID(#04578,1,-1)&'2'
#04581,=MID(#04578,1,-1)&'3'
#04582,=MID(#04578,1,-1)&'4'
#04583,=MID(#04578,1,-1)&'5'
#04584,=MID(#04578,1,-1)&'6'
#04585,=MID(#04578,1,-1)&'7'
#04586,=MID(#04578,1,-1)&'8'
#04587,=MID(#04578,1,-1)&'9'
#04588,=MID(#04578,1,-1)&'10'
#04589,=MID(#04578,1,-1)&'11'
#04590,=MID(#04578,1,-1)&'12'
#04591,=MID(#04578,1,-1)&'13'
#04592,=MID(#04578,1,-1)&'14'
#04593,兵书 #1
#04594,增加首领战与网络对战的讨伐成员人数
#04595,=MID(#04593,1,-1)&'2'
#04596,=MID(#04593,1,-1)&'3'
#04597,=MID(#04593,1,-1)&'4'
#04598,=MID(#04593,1,-1)&'5'
#04599,=MID(#04593,1,-1)&'6'
#04600,=MID(#04593,1,-1)&'7'
#04601,=MID(#04593,1,-1)&'8'
#04602,=MID(#04593,1,-1)&'9'
#04603,=MID(#04593,1,-1)&'10'
#04604,=MID(#04593,1,-1)&'11'
#04605,=MID(#04593,1,-1)&'12'
#04606,=MID(#04593,1,-1)&'13'
#04607,=MID(#04593,1,-1)&'14'
#04608,=MID(#04593,1,-1)&'15'
#04609,=MID(#04593,1,-1)&'16'
#04610,=MID(#04593,1,-1)&'17'
#04611,=MID(#04593,1,-1)&'18'
#04612,=MID(#04593,1,-1)&'19'
#04613,=MID(#04593,1,-1)&'20'
#04614,=MID(#04593,1,-1)&'21'
#04615,=MID(#04593,1,-1)&'22'
#04616,=MID(#04593,1,-1)&'23'
#04617,=MID(#04593,1,-1)&'24'
#04618,=MID(#04593,1,-1)&'25'
#04619,=MID(#04593,1,-1)&'26'
#04620,=MID(#04593,1,-1)&'27'
#04621,=MID(#04593,1,-1)&'28'
#04622,梦幻探险地图 #1
#04623,增加洞窟的讨伐成员人数
#04624,=MID(#04622,1,-1)&'2'
#04625,=MID(#04622,1,-1)&'3'
#04626,=MID(#04622,1,-1)&'4'
#04627,=MID(#04622,1,-1)&'5'
#04628,=MID(#04622,1,-1)&'6'
#04629,=MID(#04622,1,-1)&'7'
#04630,=MID(#04622,1,-1)&'8'
#04631,=MID(#04622,1,-1)&'9'
#04632,=MID(#04622,1,-1)&'10'
#04633,=MID(#04622,1,-1)&'11'
#04634,=MID(#04622,1,-1)&'12'
#04635,=MID(#04622,1,-1)&'13'
#04636,=MID(#04622,1,-1)&'14'
#04637,=MID(#04622,1,-1)&'15'
#04638,=MID(#04622,1,-1)&'16'
#04639,=MID(#04622,1,-1)&'17'
#04640,=MID(#04622,1,-1)&'18'
#04641,神锤的奥秘 #1
#04642,增加可同时施工的数量
#04643,=MID(#04641,1,-1)&'2'
#04644,=MID(#04641,1,-1)&'3'
#04645,=MID(#04641,1,-1)&'4'
#04646,=MID(#04641,1,-1)&'5'
#04647,=MID(#04641,1,-1)&'6'
#04648,=MID(#04641,1,-1)&'7'
#04649,=MID(#04641,1,-1)&'8'
#04650,=MID(#04641,1,-1)&'9'
#04651,=MID(#04641,1,-1)&'10'
#04652,=MID(#04641,1,-1)&'11'
#04653,=MID(#04641,1,-1)&'12'
#04654,=MID(#04641,1,-1)&'13'
#04655,=MID(#04641,1,-1)&'14'
#04656,=MID(#04641,1,-1)&'15'
#04657,=MID(#04641,1,-1)&'16'
#04658,=MID(#04572,1,-1)&'6'
#04659,全员的觉醒上限增加1
#04660,<po=c>画面会更大，<br>并且可以<br><co=60,100,200>横向旋转</co>！
#04661,好像顺利取消了广告显示呢！
#04662,并且支持画面的旋转！！可以通过“菜单”—“系统”—“更改设定”来切换横向旋转的开启/关闭。
#04663,画面已焕然一新，<br>转换一下心情，来继续经营吧！
#04664,请通过许可确认信号状态后重新启动游戏。\n将通信设为关闭时可能会无法使用部分功能。
#04665,信息
#04666,信息
#04667,连接中
#04668,好的
#04669,欢迎光临
#04670,售罄
#04671,呵呵呵呵。\n要买什么？
#04672,连接失败
#04673,购买道具
#04674,阅读使用条款（必须）
#04675,同意条款并前往市场
#04676,购买后重新开始游戏便可获得
#04677,前往购买
#04678,同意条款并前往购买
#04679,报告
#04680,顺利收到\n道具了
#04681,要在哪里开店呢
#04682,阿南商会
#04683,奖券商店
#04684,啊呀……<br>和总部的<co=60,100,200>通信失败</co>了。
#04685,确认信号和通信的状态<br>并再次光顾本店后……
#04686,就会看到原本的漂亮商品陈列在您眼前了。
#04687,所以……<br>恭候您的再次光临。
#04688,这里是世上超级罕见的<br>贩卖“奖券”的商店哦。
#04689,由于价格不菲，所以请三思而后行。
#04690,呵呵呵。
#04691,呵呵呵，<br>欢迎光临。
#04692,啊——非常遗憾，<br>那里的商品已经<co=60,100,200>售罄</co>了。<br>请看看其他商品吧。
#04693,奖券将会超过最大数——<0>张。
#04694,嚯，眼光不错嘛。
#04695,这边是<co=60,100,200>用真实货币购买的</co>高级商品。
#04696,小孩子请先得到<co=60,100,200>监护人</co>的允许再进行购买哦。呵呵呵。
#04697,今后这个店也会一直开着的，请随时光临。
#04698,呵呵呵，<br>请一定要再次光临哦。
#04699,<0>
#04700,游玩 <0>小时<1>分钟
#04701,尝试申请
#04702,最多可以将<br><0>名各地的用户<br>登录为好友。<br>根据好友的<br>总游戏时间，会在启动时<br>得到奖励。询问朋友的编号后<br>申请成为好友吧。
#04703,昵称
#04704,=#04076
#04705,请输入昵称
#04706,输入内容不能为空
#04707,含有无法使用的文字
#04708,好友的编号
#04709,=#04077
#04710,请输入好友的编号
#04711,恭喜你！<br>登录了新的<co=60,100,200>好友</co>并获得了奖励！
#04712,只要一起游玩，今后也能获得奖励哦！
#04713,另外，请<co=255,0,0>不要删除游戏应用</co>哦。删除后好友将全部被清空而无法恢复。
#04714,进行游戏前
#04715,先输入你的昵称吧
#04716,点击这里
#04717,※之后可以变更※
#04718,好的
#04719,输入新的昵称吧
#04720,<0>  <1>小时 <2>分钟
#04721,上次启动时
#04722,累计
#04723,<0>小时<1>分钟
#04724,提出了申请。
#04725,其他<0>个
#04726,寻找好友
#04727,好友说明
#04728,告知编号
#04729,你的编号在这里（点击看看吧）
#04730,搜索请点这里
#04731,在这里输入
#04732,搜索
#04733,=#02554
#04734,等待对方通过需要一段时间
#04735,申请
#04736,取消
#04737,已收到申请。
#04738,请耐心等待对方通过
#04739,告知朋友吧
#04740,=#02568
#04741,生效需要花费一段时间
#04742,通过
#04743,拒绝
#04744,通过好友申请
#04745,增加好友
#04746,已通过<co=0070FF><0></co><br>。
#04747,推进游戏可能会有奖励
#04748,※不会通知对方※
#04749,删除
#04750,返回
#04751,要删除<br><0>吗？
#04752,关于好友
#04753,好友奖励（每<0>分)
#04754,从好友那获得 <co=254,233,1><0></co>小时<co=254,233,1><1></co>分钟
#04755,（最大）
#04756,领取
#04757,下次再说
#04758,获得好友奖励
#04759,获得了<br><co=0070FF><0>张奖券</co>。
#04760,好友奖励
#04761,好友增加了<co=254,233,1><0>人</co>！
#04762,已与<co=0,128,255><0></co><br>成为好友！
#04763,无法连接。请|确认设定并等待一段时间|后再进行挑战。&最多可以登录<friend_max>个好友。
#04764,支援专用\n请输入商店代码
